index,season,matchday,qnum,question,answer,category,A_correct,B_correct,C_correct,D_correct,E_correct,R_correct,Champ_correct,tot_correct,defense,forfeit,mcw,mcw_pct,date
31-3-6,31,3,6,Who was the first woman to serve as US Secretary of State?,MADELEINE ALBRIGHT,AMER HIST,100,87,79,,,0,,87,1,,,,20-Nov-06
31-4-1,31,4,1,"In Greek mythology, this muse was the muse of epic poetry (and the muse of Homer), and the oldest and wisest of the nine muses (thus chief muse).",CALLIOPE,LIFESTYLE,52,26,15,,,0,,28,1.9,,,,21-Nov-06
31-4-2,31,4,2,What is the most populous city in the southern hemisphere?,"SAO PAULO, BRAZIL",GEOGRAPHY,60,30,30,,,0,,37,1.2,,,,21-Nov-06
31-4-3,31,4,3,Who painted this?,REMBRANDT,ART,48,40,33,,,0,,39,2,,,,21-Nov-06
31-4-4,31,4,4,"Men with the last names of Dodd, Romer, Rendell, McAuliffe and Dean have been the last five men to serve in what position?",CHAIRMAN OF THE DEMOCRATIC NATIONAL COMMITTEE,CURR EVENTS,96,89,50,,,0,,77,0.8,,,,21-Nov-06
31-4-5,31,4,5,"Meaning ""habitat,"" or literally. ""living space,"" this was a major political idea of Adolph Hitler and a fundamental component of Nazi ideology, which involved killing, enslaving, or deporting a people (particularly the Slavic and Russian populations in the east) and repopulating the land with Germanic peoples.",LEBENSRAUM,WORLD HIST,64,55,25,,,0,,46,1.6,,,,21-Nov-06
31-4-6,31,4,6,The patter song I am the Very Model of a Modern Major-General comes from what Gilbert & Sullivan comic opera?,THE PIRATES OF PENZANCE,CLASS MUSIC,76,49,45,,,0,,54,1.5,,,,21-Nov-06
31-5-1,31,5,1,These actors currently star in what television drama?,BONES,TELEVISION,52,48,49,,,0,,49,1.4,,,,27-Nov-06
31-5-2,31,5,2,"Which Ben & Jerry's ice cream flavor consists of chunks of chocolate covered peanut butter-filled pretzels in vanilla malt ice cream, with ripples of fudge and peanut butter?",CHUBBY HUBBY,FOOD/DRINK,64,48,30,,,0,,46,1.1,,,,27-Nov-06
31-5-3,31,5,3,What is the name of the carotenoid pigment that gives tomatoes their red color?,LYCOPENE,SCIENCE,48,46,22,,,0,,38,1.8,,,,27-Nov-06
31-5-4,31,5,4,This city served as the capital of the Federal Republic of Germany up until German reunification in 1990.,BONN,WORLD HIST,96,62,43,,,0,,63,1.3,,,,27-Nov-06
31-5-5,31,5,5,What is the most common English translation of the Italian word grasso?,FAT,LANGUAGE,56,44,32,,,0,,43,1.6,,,,27-Nov-06
31-5-6,31,5,6,Who played Sky Masterson in the 1955 Joseph L. Mankiewicz film Guys and Dolls?,MARLON BRANDO,FILM,56,44,32,,,0,,43,1.8,,,,27-Nov-06
31-6-1,31,6,1,This is most commonly associated with what man?,ARTHUR LAFFER,BUS/ECON,54,27,20,,,0,,30,1.6,,,,28-Nov-06
31-6-2,31,6,2,"This hip-hop and R&B artist, who is Muslim and recently revealed that he has three wives, holds the top two spots on the Billboard Hot 100 singles chart, with ""I Wanna Love You"" (feat. Snoop Dogg) and ""Smack That"" (feat. Eminem).",AKON,POP MUSIC,31,23,12,,,0,,21,1.7,,,,28-Nov-06
31-6-3,31,6,3,What country was known as Upper Volta until 1984?,BURKINA FASO,GEOGRAPHY,69,38,10,,,0,,35,1.8,,,,28-Nov-06
31-6-4,31,6,4,"It was recently announced that a person (Ailin Graef of Germany, under the avatar Anshe Chung) has become the first virtual millionaire -- the first person who has accumulated holdings in a virtual world which can be converted into U.S. currency worth more than $1 million. It what video game -- or more accurately, MMORPG (massively multiplayer online role-playing game) -- did she accumulate this wealth, mostly via virtual real estate holdings?",SECOND LIFE,GAMES/SPORT,35,31,20,,,0,,28,1.4,,,,28-Nov-06
31-6-5,31,6,5,Name this man.,WARREN JEFFS,CURR EVENTS,4,13,10,,,0,,10,1.8,,,,28-Nov-06
31-6-6,31,6,6,Name the man who provided the voice for this animated character in film?,TIM ALLEN,FILM,85,85,59,,,0,,76,0.6,,,,28-Nov-06
31-7-1,31,7,1,What is the final velocity of an object which has an initial velocity of 6 meters per second and travels 8 meters with an acceleration of 4 meters per square second?,10 METERS PER SECOND,MATH,40,25,28,,,0,,29,2,,,,29-Nov-06
31-7-2,31,7,2,The city of Warner Robins is located in what U.S. state?,GEORGIA,GEOGRAPHY,20,25,8,,,0,,18,2,,,,29-Nov-06
31-7-3,31,7,3,"""Matchmaker, matchmaker, make me a match"" is a famous line from a song in what Broadway musical?",FIDDLER ON THE ROOF,THEATRE,76,90,73,,,0,,81,1.1,,,,29-Nov-06
31-7-4,31,7,4,Correctly spell the legal term which is a word that comes from the Latin for under penalty. It represents a writ commanding a person to attend court.,SUBPOENA,LANGUAGE,88,73,65,,,0,,73,1,,,,29-Nov-06
31-7-5,31,7,5,"This sprawling low-income neighborhood (often referred to as a slum in western media) in northwest Baghdad is home to over 2 million Shi'a Muslims, and is the base of operations of the Islamist Mahdi Army.",SADR CITY,CURR EVENTS,68,54,40,,,0,,52,1.3,,,,29-Nov-06
31-7-6,31,7,6,"The job that this man did in fighting organized crime in the 1930s in New York is believed, by some, to have spawned organized crime's presence in New Jersey. He later served as Governor of New York, and ran unsuccessfully for U.S. President in 1944 and 1948.",THOMAS DEWEY,AMER HIST,72,65,13,,,0,,48,1.5,,,,29-Nov-06
31-8-1,31,8,1,This is the helmet of what university's football team?,PRINCETON,GAMES/SPORT,25,27,5,,,0,,19,1.4,,,,30-Nov-06
31-8-2,31,8,2,"After a November 26 runoff, leftist economist and former Finance Minister Rafael Correa won the presidential election of what South American nation?",ECUADOR,CURR EVENTS,63,45,26,,,0,,42,1.2,,,,30-Nov-06
31-8-3,31,8,3,"This 1925 Sergei Eisenstein film, one of the most influential films of early cinema, was seminal for its use of montage and the famous Odessa Steps sequence (with its oft-imitated runaway baby carriage).",BATTLESHIP POTEMKIN,FILM,58,55,18,,,0,,43,1.4,,,,30-Nov-06
31-8-4,31,8,4,The Deseret Morning News newspaper is published daily in what American city?,SALT LAKE CITY,BUS/ECON,58,55,26,,,0,,46,1.6,,,,30-Nov-06
31-8-5,31,8,5,Who painted this?,MARC CHAGALL,ART,67,47,24,,,0,,43,2.1,,,,30-Nov-06
31-8-6,31,8,6,"On October 10, 1973, Spiro Agnew resigned from the Vice Presidency and then pleaded nolo contendere to criminal charges of tax evasion and money laundering, part of a negotiated resolution to a scheme where he allegedly accepted $29,500 in bribes during his tenure as governor of what state?",MARYLAND,AMER HIST,79,59,29,,,0,,53,1.2,,,,30-Nov-06
31-9-1,31,9,1,"Identify the Southern author of The Lords of Discipline, The Great Santini, and The Prince of Tides.",PAT CONROY,LITERATURE,68,67,20,,,0,,50,1.7,,,,1-Dec-06
31-9-2,31,9,2,This is a photograph of what rock band?,POISON,POP MUSIC,56,50,48,,,0,,50,1.6,,,,1-Dec-06
31-9-3,31,9,3,What is the name fast food chain McDonald's gives to its seasonally offered mint-flavored milkshakes?,SHAMROCK SHAKES,FOOD/DRINK,68,46,43,,,0,,50,1.2,,,,1-Dec-06
31-9-4,31,9,4,"Tony Kushner's Angels in America is a play in two parts; the first part is entitled Millenium Approaches, and the second is entitled what?",PERESTROIKA,THEATRE,36,27,5,,,0,,21,1.9,,,,1-Dec-06
31-9-5,31,9,5,"If you pick the top two cards off a standard 52-card deck, what is the probability that they are the same suit (please express your answer as a fraction)?",17-Apr,MATH,48,19,30,,,0,,29,1.4,,,,1-Dec-06
31-9-6,31,9,6,"What was the biggest news event that occurred in the United States on April 14, 1865?",ASSASSINATION OF PRESIDENT LINCOLN,AMER HIST,64,69,43,,,0,,58,1.2,,,,1-Dec-06
31-10-1,31,10,1,What is the name of Brazil's government-owned oil company?,PETROBRAS,BUS/ECON,42,28,15,,,0,,26,2.1,,,,4-Dec-06
31-10-2,31,10,2,What was the name of this character from television?,CAPTAIN KANGAROO,TELEVISION,92,83,77,,,0,,83,0.8,,,,4-Dec-06
31-10-3,31,10,3,"The college social fraternity Beta Theta Pi was founded on August 8, 1839, at this Oxford, Ohio, university.",MIAMI UNIVERSITY,AMER HIST,67,60,31,,,0,,51,1.6,,,,4-Dec-06
31-10-4,31,10,4,This element of the periodic table has the atomic number of 50 and the symbol Sn.,TIN,SCIENCE,75,60,54,,,0,,61,1.4,,,,4-Dec-06
31-10-5,31,10,5,"In a famous scene in the 1932 film Horse Feathers, Groucho Marx's character trying to get into a speakeasy guarded by Chico Marx's character. What was the password, which Groucho ultimately guessed to gain access, and has become a famous password used in numerous films, TV shows, and books since?",SWORDFISH,FILM,21,28,8,,,0,,19,1.3,,,,4-Dec-06
31-10-6,31,10,6,"Name the song that starts with the lyrics, ""We are trav'ling in the footsteps of those who've gone before, and we'll all be reunited, on a new and sunlit shore.""",WHEN THE SAINTS GO MARCHING IN,POP MUSIC,33,19,3,,,0,,16,1.8,,,,4-Dec-06
31-11-1,31,11,1,"This city is the most populous in the northern half of the state of California, and the tenth-most populous city in the United States.",SAN JOSE,GEOGRAPHY,36,35,31,,,0,,34,1.2,,,,5-Dec-06
31-11-2,31,11,2,Please name (first names only) three of the four children of Her Majesty Queen Elizabeth II of the United Kingdom.,"ANDREW, ANNE, CHARLES, EDWARD",LIFESTYLE,72,52,26,,,0,,47,1.5,,,,5-Dec-06
31-11-3,31,11,3,"Complete this last line of a famous speech: ""I know not what course others may take; but as for me, ___________.""",GIVE ME LIBERTY OR GIVE ME DEATH,AMER HIST,60,42,21,,,0,,38,1.6,,,,5-Dec-06
31-11-4,31,11,4,"This novel, one of Philip Roth's more famous works, is a continuous monologue of its eponymous, libidinous narrator to his psychoanalyst.",PORTNOY'S COMPLAINT,LITERATURE,56,58,23,,,0,,46,1.7,,,,5-Dec-06
31-11-5,31,11,5,"This title of this opera, the last of the four which comprise Richard Wagner's Der Ring des Nibelungen, translates into English as ""Twilight of the Gods"", and is itself a German translation of the Old Norse phrase Ragnarok, which is the prophesied apocalypse of Norse mythology.",GOTTERDAMMERUNG,CLASS MUSIC,68,52,26,,,0,,46,2.2,,,,5-Dec-06
31-11-6,31,11,6,"Which cereal company makes Wheaties, Golden Grahams, and Lucky Charms?",GENERAL MILLS,FOOD/DRINK,96,83,79,,,0,,85,0.8,,,,5-Dec-06
31-12-1,31,12,1,"This is a term in linguistics and phonetics for a monosyllabic vowel combination involving a quick but smooth movement from one vowel to another, often interpreted as a single vowel sound or phoneme. Examples occur in the American accent of the English words same, join, and house.",DIPHTHONG,LANGUAGE,68,67,60,,,0,,65,1.6,,,,6-Dec-06
31-12-2,31,12,2,What was the name of Miranda's powerful father in Shakespeare's The Tempest?,PROSPERO,LITERATURE,64,40,20,,,0,,38,1.7,,,,6-Dec-06
31-12-3,31,12,3,Name the last three women (including the current one) who have served as principal co-anchor of the NBC morning show Today.,"MEREDITH VIEIRA, KATIE COURIC, DEBORAH NORVILLE",TELEVISION,32,21,10,,,0,,19,1.5,,,,6-Dec-06
31-12-4,31,12,4,"In physics, the following five devices are referred to as simple machines: inclined plane, wheel and axle, lever, pulley, and wedge. What is the sixth device in the traditional list of simple machines?",SCREW,SCIENCE,72,42,25,,,0,,42,1.3,,,,6-Dec-06
31-12-5,31,12,5,"Because the recognized government of this country does not control its recognized capital, Prime Minister Ali Muhammad Ghedi lives in the city of Jowhar, and President Abdullahi Yusuf Ahmed lives in neighboring Kenya.",SOMALIA,GEOGRAPHY,64,42,20,,,0,,39,1.6,,,,6-Dec-06
31-12-6,31,12,6,Identify the professional footballer pictured here (note: the uniform he is wearing is blue and white).,TONY ROMO,GAMES/SPORT,56,58,53,,,0,,56,1.2,,,,6-Dec-06
31-13-1,31,13,1,"This unit used in astronomy is the distance which would cause
one astronomical unit to subtend one thirty-six hundredth of a degree of an arc. It is equal to about 3 x 1016 meters.",PARSEC,SCIENCE,76,46,35,,,0,,49,1.8,,,,7-Dec-06
31-13-2,31,13,2,"The fundamentalist Taliban movement in Afghanistan was/is populated primarily by Afghans of this ethnic group, which makes up around 40% of the country's population.",PASHTUN,CURR EVENTS,68,50,23,,,0,,44,1.6,,,,7-Dec-06
31-13-3,31,13,3,A well-known fifth century BC sculpture by Myron shows an Olympic athlete in the midst of competition in what event?,DISCUS,ART,96,90,88,,,0,,90,1.3,,,,7-Dec-06
31-13-4,31,13,4,How many sides does a regular polygon have if each internal angle is 170 degrees?,36,MATH,60,31,40,,,0,,41,1.9,,,,7-Dec-06
31-13-5,31,13,5,"Identify the advice book, written by Rick Warren and published in 2002, which has sold over 25 million copies, and is the best selling hardcover book in the history of American book publishing.",THE PURPOSE DRIVEN LIFE,LITERATURE,48,56,28,,,0,,44,1.4,,,,7-Dec-06
31-13-6,31,13,6,This is a screen shot from what 2005 flop?,AEON FLUX,FILM,52,60,58,,,0,,58,1,,,,7-Dec-06
31-14-1,31,14,1,"""In the Flesh?"" ""The Thin Ice,"" ""Mother,"" and ""Young Lust"" are all tracks from what classic rock double album from 1979?",THE WALL,POP MUSIC,72,52,55,,,0,,58,1.4,,,,8-Dec-06
31-14-2,31,14,2,"Name the city which is both the oldest capital city in the United States, as well as the highest (in altitude).",SANTA FE,GEOGRAPHY,56,23,18,,,0,,29,1.7,,,,8-Dec-06
31-14-3,31,14,3,Identify the video arcade game in this picture.,BURGERTIME,LIFESTYLE,52,29,39,,,0,,38,1.5,,,,8-Dec-06
31-14-4,31,14,4,"Name the former lieutentant-colonel of the Russian secret service and, later, Russian dissident, who fell ill on November 1, and later died of polonium-210 radiation poisoning.",ALEXANDER LITVINENKO,CURR EVENTS,76,73,39,,,0,,62,1.1,,,,8-Dec-06
31-14-5,31,14,5,"Who preceded Jacques Chirac as President of France, serving from 1981 to 1995?",FRANCOIS MITTERAND,WORLD HIST,92,65,39,,,0,,62,1.5,,,,8-Dec-06
31-14-6,31,14,6,What does a Lepidopterist study?,BUTTERFLIES,SCIENCE,76,46,58,,,0,,57,1.8,,,,8-Dec-06
31-15-1,31,15,1,"This public radio program, produced and hosted by Ira Glass since its founding in 1995, is credited with launching the careers of, among others, author Sarah Vowell and essayist David Sedaris.",THIS AMERICAN LIFE,LIFESTYLE,64,66,39,,,0,,56,1.2,,,,11-Dec-06
31-15-2,31,15,2,"The three yellow properties in the classic American version of the Monopoly board game are Atlantic Avenue, Marvin Gardens, and what?",VENTNOR AVENUE,GAMES/SPORT,80,60,49,,,0,,60,1.2,,,,11-Dec-06
31-15-3,31,15,3,"The first significant change to Canada's map since the 1949 incorporation of Newfoundland occurred in April of 1999, when this territory separated officially from the Northwest Territories.",NUNAVUT,GEOGRAPHY,64,34,24,,,0,,37,1.9,,,,11-Dec-06
31-15-4,31,15,4,"The Republican era of ancient Rome came to an official end with the Second Triumvirate, which itself ended in 31 BC at the Battle of Actium, fought bewteen these two men. The outcome of the battle marked the start of the Roman Empire.","AUGUSTUS CAESAR, MARC ANTONY",WORLD HIST,48,32,7,,,0,,27,2,,,,11-Dec-06
31-15-5,31,15,5,Nearly three quarters of the mass of the sun is made up of this element.,HYDROGEN,SCIENCE,72,80,68,,,0,,74,1,,,,11-Dec-06
31-15-6,31,15,6,"Name the show, which ran from 1974-79, that was a spinoff of a show that was a spinoff of All in the Family.",GOOD TIMES,TELEVISION,32,24,10,,,0,,21,1.7,,,,11-Dec-06
31-16-1,31,16,1,The Holden Commodore is regularly a top-selling car in what country?,AUSTRALIA,BUS/ECON,69,38,32,,,0,,43,2.1,,,,12-Dec-06
31-16-2,31,16,2,"Name the person who topped Yahoo's list of most-searched names in 2006, and has topped that annual list four of the last five years.",BRITNEY SPEARS,LIFESTYLE,81,67,38,,,0,,60,1.1,,,,12-Dec-06
31-16-3,31,16,3,The literary character Dolores Haze is better known by what nickname?,LOLITA,LITERATURE,50,38,8,,,0,,31,1.8,,,,12-Dec-06
31-16-4,31,16,4,For which two films has actor Kevin Spacey won Academy Awards?,"THE USUAL SUSPECTS, AMERICAN BEAUTY",FILM,77,69,49,,,0,,64,1,,,,12-Dec-06
31-16-5,31,16,5,"On June 3 and June 5, 2006, these two former republics of Yugoslavia (of the original six that constituted the nation before the Balkan wars beginning in 1991) officially declared their independence, putting an end to the final remnants of the former Yugoslav federation.","SERBIA, MONTENEGRO",WORLD HIST,69,46,14,,,0,,41,1.6,,,,12-Dec-06
31-16-6,31,16,6,"This is the medical term for chest pain due to a lack of blood, and thus oxygen, to the heart muscle, generally due to obstruction or spasm of the coronary arteries.",ANGINA,SCIENCE,54,67,51,,,0,,59,1.4,,,,12-Dec-06
31-17-1,31,17,1,"Snohomish, Kitsap, and Pierce are all suburban counties within the metropolitan area of what major American city?",SEATTLE,GEOGRAPHY,69,70,39,,,0,,59,1.5,,,,13-Dec-06
31-17-2,31,17,2,"The value of a financial contract known as a put option can be determined by using put-call parity, and this valuation formula, named after two economists.",BLACK-SCHOLES FORMULA,BUS/ECON,15,13,18,,,0,,15,2.1,,,,13-Dec-06
31-17-3,31,17,3,"Identify the French aristocrat and military officer who, along side General George Washington and French General Comte de Rochambeau, led American and French forces to victory over the British army at the Battle of Yorktown in 1781, ending the American Revolutionary War.",MARQUIS DE LAFAYETTE,AMER HIST,92,70,39,,,0,,65,1.2,,,,13-Dec-06
